R,E
0.29999999999999999,-84.035854639257082
0.30094018803760753,-84.109427113503841
0.30188037607521501,-84.182501238299523
0.30282056411282254,-84.255081880887346
0.30376075215043008,-84.327173843570918
0.30470094018803762,-84.398781864779295
0.3056411282256451,-84.469910620113154
0.30658131626325263,-84.540564723371801
0.30752150430086017,-84.610748727558985
0.30846169233846771,-84.680467125871871
0.30940188037607519,-84.749724352669844
0.31034206841368273,-84.818524784426927
0.31128225645129026,-84.886872740665353
0.31222244448889774,-84.954772484871825
0.31316263252650528,-85.022228225397541
0.31410282056411282,-85.089244116341121
0.31504300860172035,-85.155824258415137
0.31598319663932783,-85.22197269979695
0.31692338467693537,-85.28769343696402
0.31786357271454291,-85.352990415513204
0.31880376075215044,-85.417867530966362
0.31974394878975793,-85.482328629559717
0.32068413682736546,-85.546377509020516
0.321624324864973,-85.610017919327717
0.32256451290258048,-85.673253563460449
0.32350470094018802,-85.736088098132143
0.32444488897779555,-85.798525134511777
0.32538507701540309,-85.86056823893135
0.32632526505301057,-85.922220933582082
0.32726545309061811,-85.983486697196625
0.32820564112822564,-86.044368965719542
0.32914582916583318,-86.104871132966494
0.33008601720344066,-86.164996551270761
0.3310262052410482,-86.224748532118241
0.33196639327865574,-86.28413034677223
0.33290658131626327,-86.343145226886094
0.33384676935387075,-86.401796365105128
0.33478695739147829,-86.460086915658394
0.33572714542908583,-86.518019994939436
0.33666733346669331,-86.575598682077811
0.33760752150430084,-86.632826019499419
0.33854770954190838,-86.689705013477365
0.33948789757951592,-86.746238634673972
0.3404280856171234,-86.802429818672024
0.34136827365473094,-86.858281466497729
0.34230846169233847,-86.913796445134793
0.34324864972994595,-86.968977588028565
0.34418883776755349,-87.023827695581929
0.34512902580516103,-87.078349535643255
0.34606921384276856,-87.132545843984758
0.34700940188037604,-87.186419324773709
0.34794958991798358,-87.239972651035558
0.34888977795559112,-87.29320846510754
0.34982996599319865,-87.346129379086847
0.35077015403080614,-87.398737975269412
0.35171034206841367,-87.451036806581726
0.35265053010602121,-87.503028397006148
0.35359071814362875,-87.554715241997414
0.35453090618123623,-87.606099808893546
0.35547109421884376,-87.657184537319523
0.3564112822564513,-87.70797183958274
0.35735147029405878,-87.758464101064334
0.35829165833166632,-87.808663680602066
0.35923184636927386,-87.858572910867352
0.36017203440688139,-87.908194098735478
0.36111222244448887,-87.957529525651097
0.36205241048209641,-88.006581447986477
0.36299259851970395,-88.055352097393381
0.36393278655731143,-88.103843681150593
0.36487297459491896,-88.152058382504705
0.3658131626325265,-88.199998361004887
0.36675335067013404,-88.247665752834024
0.36769353870774157,-88.295062671131859
0.36863372674534906,-88.342191206314979
0.36957391478295659,-88.389053426390646
0.37051410282056413,-88.435651377264747
0.37145429085817161,-88.481987083047088
0.37239447889577915,-88.528062546348906
0.37333466693338668,-88.573879748577923
0.37427485497099422,-88.619440650227006
0.3752150430086017,-88.664747191158639
0.37615523104620924,-88.70980129088538
0.37709541908381677,-88.754604848845787
0.37803560712142426,-88.799159744674427
