R,E
1,-7.1188011713569601
1.0040040040040039,-7.1249589234237263
1.008008008008008,-7.1310649292153681
1.012012012012012,-7.1371199243601362
1.0160160160160161,-7.1431244063805579
1.02002002002002,-7.1490789395158689
1.0240240240240239,-7.1549840775638529
1.0280280280280281,-7.1608402962152926
1.032032032032032,-7.1666482700469869
1.0360360360360361,-7.1724084501977812
1.04004004004004,-7.1781213516036768
1.0440440440440439,-7.1837874801370951
1.0480480480480481,-7.1894072693641817
1.052052052052052,-7.1949813392769162
1.0560560560560561,-7.2005101015642019
1.06006006006006,-7.2059940281362058
1.064064064064064,-7.2114335187849425
1.0680680680680681,-7.2168291625609609
1.072072072072072,-7.2221813389568492
1.0760760760760761,-7.227490489141255
1.0800800800800801,-7.2327570470402502
1.084084084084084,-7.2379813786553973
1.0880880880880881,-7.2431640299013242
1.092092092092092,-7.2483053485251112
1.0960960960960962,-7.2534057411253823
1.1001001001001001,-7.2584656078443306
1.1041041041041042,-7.2634852837232087
1.1081081081081081,-7.268465277984232
1.112112112112112,-7.2734059091855112
1.1161161161161162,-7.2783075530644439
1.1201201201201201,-7.2831705795831088
1.1241241241241242,-7.2879952948965867
1.1281281281281281,-7.2927821778630602
1.132132132132132,-7.2975315196865242
1.1361361361361362,-7.3022436684788747
1.1401401401401401,-7.3069189671768644
1.1441441441441442,-7.3115577536539229
1.1481481481481481,-7.3161603052597464
1.1521521521521523,-7.3207270645468672
1.1561561561561562,-7.3252582957054013
1.1601601601601601,-7.3297543174398472
1.1641641641641642,-7.3342154439122602
1.1681681681681682,-7.3386419848394588
1.1721721721721723,-7.3430342455883526
1.1761761761761762,-7.3473924750032049
1.1801801801801801,-7.3517170774036877
1.1841841841841843,-7.35600829036078
1.1881881881881882,-7.3602664027637275
1.1921921921921923,-7.3644916995951979
1.1961961961961962,-7.3686844620143042
1.2002002002002001,-7.3728449674376053
1.2042042042042043,-7.3769734376129819
1.2082082082082082,-7.3810702492267879
1.2122122122122123,-7.3851356142676119
1.2162162162162162,-7.3891697959656799
1.2202202202202201,-7.3931730541858478
1.2242242242242243,-7.3971456454980595
1.2282282282282282,-7.4010878232459891
1.2322322322322323,-7.4049998376143655
1.2362362362362362,-7.4088819356944438
1.2402402402402402,-7.4127343111698769
1.2442442442442443,-7.416557307939188
1.2482482482482482,-7.4203511116515148
1.2522522522522523,-7.4241159576569729
1.2562562562562563,-7.4278520785169242
1.2602602602602602,-7.4315597040607138
1.2642642642642643,-7.4352390614411341
1.2682682682682682,-7.4388903751883522
1.2722722722722724,-7.4425138672628002
1.2762762762762763,-7.4461097571063801
1.2802802802802802,-7.4496782616929114
1.2842842842842843,-7.4532195955768836
1.2882882882882882,-7.4567339709413183
1.2922922922922924,-7.4602215510951586
1.2962962962962963,-7.4636826381673735
1.3003003003003002,-7.4671173894305074
1.3043043043043043,-7.4705260080400855
1.3083083083083082,-7.4739086950014109
1.3123123123123124,-7.4772656492107998
1.3163163163163163,-7.4805970674955606
1.3203203203203202,-7.4839031446531337
1.3243243243243243,-7.4871840734890611
1.3283283283283283,-7.4904400448542265
1.3323323323323324,-7.4936712476810543
1.3363363363363363,-7.496877869018622
1.3403403403403402,-7.5000600940672797
1.3443443443443444,-7.5032181062119818
1.3483483483483483,-7.5063520870550917
1.3523523523523524,-7.5094622164481031
1.3563563563563563,-7.5125486725227502
1.3603603603603602,-7.5156116317212236
1.3643643643643644,-7.5186512688255753
1.3683683683683685,-7.5216677139799319
1.3723723723723724,-7.5246612256617311
1.3763763763763763,-7.5276319298848566
1.3803803803803802,-7.530579995072701
1.3843843843843844,-7.5335055881246973
1.3883883883883885,-7.5364088744419071
1.3923923923923924,-7.5392900179512772
1.3963963963963963,-7.5421491811297567
1.4004004004004003,-7.5449865250275874
1.4044044044044044,-7.5478022092909622
1.4084084084084085,-7.55059639218425
1.4124124124124124,-7.5533692306115103
1.4164164164164164,-7.5561208801374731
1.4204204204204205,-7.5588514950080654
1.4244244244244244,-7.5615612281702518
1.4284284284284285,-7.5642502312915703
1.4324324324324325,-7.5669186547789593
1.4364364364364364,-7.5695666477971422
