R,E
0.5,-9.0526506532524671
0.50173391130376788,-9.0911675303669135
0.50346782260753586,-9.1293553845317241
0.50520173391130374,-9.167217970320813
0.50693564521507173,-9.2047589898581599
0.50866955651883961,-9.241982093742255
0.51040346782260748,-9.2788908819509111
0.51213737912637547,-9.3154889047267027
0.51387129043014335,-9.351779663443665
0.51560520173391133,-9.3877666114553371
0.51733911303767921,-9.4234531549252978
0.5190730243414472,-9.4588426536390493
0.52080693564521507,-9.4939384218007277
0.52254084694898295,-9.5287437288109231
0.52427475825275094,-9.5632618000298137
0.52600866955651882,-9.5974958175233667
0.5277425808602868,-9.6314489207947744
0.52947649216405468,-9.6651242074999963
0.53121040346782267,-9.6985247341484211
0.53294431477159054,-9.7316535167903435
0.53467822607535842,-9.7645135316878697
0.53641213737912641,-9.797107715974537
0.53814604868289428,-9.8294389682998204
0.53987995998666227,-9.8615101494605053
0.54161387129043015,-9.8933240830200333
0.54334778259419803,-9.9248835559143398
0.54508169389796601,-9.9561913190456899
0.54681560520173389,-9.9872500878645685
0.54854951650550188,-10.018062542939571
0.55028342780926975,-10.048631330515841
0.55201733911303763,-10.078959063062467
0.55375125041680562,-10.10904831980824
0.55548516172057349,-10.138901647267694
0.55721907302434148,-10.168521559755224
0.55895298432810936,-10.197910539890287
0.56068689563187735,-10.2270710390918
0.56242080693564522,-10.256005478062507
0.5641547182394131,-10.284716247264422
0.56588862954318109,-10.313205707384274
0.56762254084694896,-10.341476189789972
0.56935645215071695,-10.369529996977965
0.57109036345448483,-10.397369403012075
0.57282427475825282,-10.424996653953313
0.57455818606202069,-10.452413968281547
0.57629209736578857,-10.479623537308861
0.57802600866955656,-10.506627525584687
0.57975991997332443,-10.533428071293599
0.58149383127709231,-10.560027286644484
0.5832277425808603,-10.586427258253202
0.58496165388462817,-10.612630047516822
0.58669556518839616,-10.638637690981872
0.58842947649216404,-10.664452200704101
0.59016338779593203,-10.690075564602752
0.5918972990996999,-10.71550974680682
0.59363121040346778,-10.74075668799563
0.59536512170723577,-10.765818305732607
0.59709903301100364,-10.790696494792561
0.59883294431477163,-10.815393164332152
0.60056685561853951,-10.839910090021009
0.6023007669223075,-10.864249137812051
0.60403467822607537,-10.888412114479184
0.60576858952984325,-10.912400805555077
0.60750250083361124,-10.936216975623497
0.60923641213737911,-10.959862368606082
0.6109703234411471,-10.983338708044252
0.61270423474491498,-11.006647697375401
0.61443814604868296,-11.029791020204533
0.61617205735245084,-11.05277034057052
0.61790596865621872,-11.075587303207955
0.61963987995998671,-11.098243533803831
0.62137379126375458,-11.120740639249849
0.62310770256752246,-11.143080207890472
0.62484161387129045,-11.165263809765612
0.62657552517505832,-11.187292996850323
0.62830943647882631,-11.209169303289128
0.63004334778259419,-11.230894245626715
0.63177725908636218,-11.252469323034818
0.63351117039013005,-11.273896017534527
0.63524508169389793,-11.295175794215305
0.63697899299766592,-11.316310101449991
0.63871290430143379,-11.337300371105957
0.64044681560520178,-11.358148018753177
0.64218072690896966,-11.378854443868196
0.64391463821273764,-11.399421030034786
0.64564854951650552,-11.419849145141912
0.6473824608202734,-11.440140141577103
0.64911637212404139,-11.460295356418049
0.65085028342780926,-11.480316111619848
0.65258419473157714,-11.500203714200133
0.65431810603534513,-11.519959456420445
0.65605201733911311,-11.539584615965158
0.65778592864288099,-11.559080456117618
0.65951983994664887,-11.578448225932785
0.66125375125041685,-11.597689160408086
0.66298766255418473,-11.616804480650805
0.66472157385795261,-11.635795394043431
0.6664554851617206,-11.654663094406096
0.66818939646548847,-11.673408762156766
0.66992330776925646,-11.692033564468726
0.67165721907302434,-11.710538655425868
0.67339113037679232,-11.728925176175984
0.6751250416805602,-11.747194255080865
0.67685895298432808,-11.765347007865161
0.67859286428809606,-11.783384537762425
0.68032677559186394,-11.801307935659755
0.68206068689563193,-11.819118280239126
0.68379459819939981,-11.836816638118215
0.68552850950316779,-11.854404063987989
0.68726242080693567,-11.871881600749139
0.68899633211070355,-11.889250279646381
0.69073024341447153,-11.906511120400443
0.69246415471823941,-11.923665131339432
0.69419806602200729,-11.940713309527037
0.69593197732577528,-11.957656640889972
0.69766588862954326,-11.974496100343449
0.69939979993331114,-11.991232651914618
0.70113371123707902,-12.007867248865278
0.702867622540847,-12.024400833812106
0.70460153384461488,-12.040834338845675
0.70633544514838276,-12.057168685648303
0.70806935645215074,-12.073404785609757
0.70980326775591862,-12.089543539942062
0.71153717905968661,-12.105585839792631
0.71327109036345449,-12.121532566356056
0.71500500166722247,-12.137384590984638
0.71673891297099035,-12.1531427752972
0.71847282427475823,-12.168807971287292
0.72020673557852621,-12.184381021429445
0.72194064688229409,-12.199862758784347
0.72367455818606208,-12.215254007103306
0.72540846948982995,-12.230555580930469
0.72714238079359794,-12.245768285704992
0.72887629209736582,-12.260892917861224
0.7306102034011337,-12.275930264928167
0.73234411470490168,-12.290881105627765
0.73407802600866956,-12.305746209971815
0.73581193731243744,-12.32052633935831
0.73754584861620542,-12.335222246666229
0.73927975991997341,-12.349834676349616
0.74101367122374129,-12.364364364530383
0.74274758252750916,-12.37881203909042
0.74448149383127715,-12.393178419762483
0.74621540513504503,-12.407464218220111
0.74794931643881291,-12.421670138166814
0.74968322774258089,-12.435796875423906
0.75141713904634888,-12.449845118017942
0.75315105035011665,-12.463815546266858
0.75488496165388463,-12.477708832865261
0.75661887295765262,-12.491525642969117
0.7583527842614205,-12.505266634279105
0.76008669556518837,-12.518932457123519
0.76182060686895636,-12.532523754540193
0.76355451817272424,-12.546041162357525
0.76528842947649212,-12.559485309274722
0.7670223407802601,-12.572856816941396
0.76875625208402809,-12.586156300035881
0.77049016338779597,-12.599384366343465
0.77222407469156384,-12.612541616833076
0.77395798599533183,-12.625628645734116
0.77569189729909971,-12.638646040611427
0.77742580860286759,-12.651594382440496
0.77915971990663557,-12.664474193069955
