shell_id,L,primitive_id,exponent,coefficient
0,S,0,8425.85153,0.00188434805
0,S,1,1268.5194,0.0143368994
0,S,2,289.621414,0.07010962331
0,S,3,81.859004,0.237373266
0,S,4,26.2515079,0.4730071261
0,S,5,9.09472051,0.348401241
1,S,0,26.532131,-0.1071182872
1,S,1,6.10175501,-0.1461638213
1,S,2,1.69627153,1.127773503
2,P,0,26.532131,0.07190958851
2,P,1,6.10175501,0.349513372
2,P,2,1.69627153,0.7199405121
3,S,0,0.4458187,1
4,P,0,0.4458187,1
5,D,0,0.8,1
