shell_id,L,primitive_id,exponent,coefficient
0,S,0,0.3258,1
1,S,0,33.87,0.006068
1,S,1,5.095,0.045308
1,S,2,1.159,0.202822
1,S,3,0.3258,0.503903
1,S,4,0.1027,0.383421
2,S,0,0.1027,1
3,P,0,1.407,1
4,P,0,0.388,1
5,D,0,1.057,1
