shell_id,L,primitive_id,exponent,coefficient
0,S,0,207.015607,0.1543289673
0,S,1,37.70815124,0.5353281423
0,S,2,10.20529731,0.4446345422
1,S,0,8.24631512,-0.09996722919
1,S,1,1.916266291,0.3995128261
1,S,2,0.6232292721,0.7001154689
2,P,0,8.24631512,0.155916275
2,P,1,1.916266291,0.6076837186
2,P,2,0.6232292721,0.3919573931
